symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MSFT,2019-09-18 00:00:00+00:00,138.52,138.67,136.53,137.36,24473386,133.5669862211,133.7116227208,131.6481419923,132.4484639571,24473386,0.0,1.0
MSFT,2019-09-19 00:00:00+00:00,141.07,142.37,140.07,140.3,36095413,136.0258067154,137.2793230458,135.0615633843,135.2833393504,36095413,0.0,1.0
MSFT,2019-09-20 00:00:00+00:00,139.44,141.65,138.25,141.01,40040766,134.4540900857,136.5850678474,133.3066405217,135.9679521155,40040766,0.0,1.0
MSFT,2019-09-23 00:00:00+00:00,139.14,139.63,138.44,139.23,17408374,134.1648170864,134.6372963186,133.4898467546,134.2515989862,17408374,0.0,1.0
MSFT,2019-09-24 00:00:00+00:00,137.38,140.69,136.88,140.36,30016670,132.4677488237,135.6593942496,131.9856271582,135.3411939503,30016670,0.0,1.0
MSFT,2019-09-25 00:00:00+00:00,139.36,139.96,136.03,137.5,22544054,134.3769506192,134.9554966179,131.1660203267,132.5834580234,22544054,0.0,1.0
MSFT,2019-09-26 00:00:00+00:00,139.54,140.18,138.44,139.44,17813512,134.5505144188,135.1676301507,133.4898467546,134.4540900857,17813512,0.0,1.0
MSFT,2019-09-27 00:00:00+00:00,137.73,140.36,136.65,140.15,22498958,132.8052339896,135.3411939503,131.763851192,135.1387028508,22498958,0.0,1.0
MSFT,2019-09-30 00:00:00+00:00,139.03,139.22,137.78,138.05,18430390,134.05875032,134.2419565529,132.8534461561,133.1137918555,18430390,0.0,1.0
MSFT,2019-10-01 00:00:00+00:00,137.07,140.25,137.0,139.66,22581929,132.1688333911,135.2351271839,132.1013363579,134.6662236186,22581929,0.0,1.0
MSFT,2019-10-02 00:00:00+00:00,134.65,136.37,133.58,136.25,32001763,129.8353645298,131.4938630593,128.8036241656,131.3781538596,32001763,0.0,1.0
MSFT,2019-10-03 00:00:00+00:00,136.28,136.75,133.22,134.95,26379798,131.4070811595,131.8602755251,128.4564965664,130.1246375292,26379798,0.0,1.0
MSFT,2019-10-04 00:00:00+00:00,138.12,138.25,136.42,136.75,23839548,133.1812888887,133.3066405217,131.5420752259,131.8602755251,23839548,0.0,1.0
MSFT,2019-10-07 00:00:00+00:00,137.12,138.18,137.02,137.14,16601284,132.2170455576,133.2391434886,132.1206212245,132.2363304242,16601284,0.0,1.0
MSFT,2019-10-08 00:00:00+00:00,135.67,137.76,135.62,137.08,26783336,130.8188927275,132.8341612895,130.770680561,132.1784758244,26783336,0.0,1.0
MSFT,2019-10-09 00:00:00+00:00,138.24,138.7,136.97,137.46,20178482,133.2969980884,133.7405500207,132.072409058,132.5448882902,20178482,0.0,1.0
MSFT,2019-10-10 00:00:00+00:00,139.1,139.67,138.25,138.49,18396605,134.1262473531,134.6758660519,133.3066405217,133.5380589212,18396605,0.0,1.0
MSFT,2019-10-11 00:00:00+00:00,139.68,141.03,139.5,140.12,25551065,134.6855084852,135.9872369821,134.5119446856,135.1097755509,25551065,0.0,1.0
MSFT,2019-10-14 00:00:00+00:00,139.55,140.29,139.52,139.69,13591639,134.5601568521,135.2736969171,134.5312295522,134.6951509185,13591639,0.0,1.0
MSFT,2019-10-15 00:00:00+00:00,141.57,141.79,139.81,140.06,19917762,136.5079283809,136.7200619138,134.8108601182,135.051920951,19917762,0.0,1.0
MSFT,2019-10-16 00:00:00+00:00,140.41,140.99,139.53,140.79,20841687,135.3894061169,135.9486672489,134.5408719855,135.7558185827,20841687,0.0,1.0
MSFT,2019-10-17 00:00:00+00:00,139.69,141.42,139.02,140.95,22102797,134.6951509185,136.3632918813,134.0491078867,135.9100975156,22102797,0.0,1.0
MSFT,2019-10-18 00:00:00+00:00,137.41,140.0,136.56,139.76,30650850,132.4966761236,134.9940663511,131.6770692922,134.7626479517,30650850,0.0,1.0
MSFT,2019-10-21 00:00:00+00:00,138.43,138.5,137.01,138.45,20078066,133.4802043213,133.5477013545,132.1109787912,133.4994891879,20078066,0.0,1.0
MSFT,2019-10-22 00:00:00+00:00,136.37,140.01,136.26,138.97,27935270,131.4938630593,135.0037087844,131.3877962929,134.0008957201,27935270,0.0,1.0
MSFT,2019-10-23 00:00:00+00:00,137.24,137.45,135.61,136.88,31380309,132.3327547573,132.5352458569,130.7610381277,131.9856271582,31380309,0.0,1.0
MSFT,2019-10-24 00:00:00+00:00,139.94,140.42,138.67,139.39,37278399,134.9362117513,135.3990485502,133.7116227208,134.4058779192,37278399,0.0,1.0
MSFT,2019-10-25 00:00:00+00:00,140.73,141.14,139.2,139.34,25959724,135.6979639828,136.0933037486,134.2226716863,134.3576657526,25959724,0.0,1.0
MSFT,2019-10-28 00:00:00+00:00,144.19,145.67,143.51,144.4,34912902,139.0342459083,140.4613260383,138.3785604432,139.2367370079,34912902,0.0,1.0
MSFT,2019-10-29 00:00:00+00:00,142.83,144.5,142.65,144.08,20589469,137.7228749781,139.333161341,137.5493111785,138.9281791419,20589469,0.0,1.0
MSFT,2019-10-30 00:00:00+00:00,144.61,145.0,142.79,143.52,18496591,139.4392281074,139.8152830065,137.6843052448,138.3882028765,18496591,0.0,1.0
MSFT,2019-10-31 00:00:00+00:00,143.37,144.93,142.99,144.9,24605135,138.2435663769,139.7477859733,137.877153911,139.7188586734,24605135,0.0,1.0
MSFT,2019-11-01 00:00:00+00:00,143.72,144.42,142.97,144.26,33128366,138.5810515427,139.2560218745,137.8578690444,139.1017429415,33128366,0.0,1.0
MSFT,2019-11-04 00:00:00+00:00,144.55,145.0,144.16,144.83,16911999,139.3813735075,139.8152830065,139.0053186084,139.6513616402,16911999,0.0,1.0
MSFT,2019-11-05 00:00:00+00:00,144.46,145.02,143.91,144.97,18250172,139.2945916077,139.8345678731,138.7642577756,139.7863557066,18250172,0.0,1.0
MSFT,2019-11-06 00:00:00+00:00,144.06,144.52,143.2,144.37,16575798,138.9088942753,139.3524462076,138.0796450106,139.2078097079,16575798,0.0,1.0
MSFT,2019-11-07 00:00:00+00:00,144.26,144.88,143.77,143.84,17786715,139.1017429415,139.6995738068,138.6292637093,138.6967607425,17786715,0.0,1.0
MSFT,2019-11-08 00:00:00+00:00,145.96,145.99,143.76,143.98,16752939,140.7409566044,140.7698839043,138.619621276,138.8317548088,16752939,0.0,1.0
MSFT,2019-11-11 00:00:00+00:00,146.11,146.42,144.73,145.34,14370178,140.885593104,141.1845085366,139.5549373071,140.1431257391,14370178,0.0,1.0
MSFT,2019-11-12 00:00:00+00:00,147.07,147.57,146.06,146.28,18648712,141.8112667019,142.2933883674,140.8373809375,141.0495144703,18648712,0.0,1.0
MSFT,2019-11-13 00:00:00+00:00,147.31,147.46,146.28,146.74,17444230,142.0426851013,142.187321601,141.0495144703,141.4930664026,17444230,0.0,1.0
MSFT,2019-11-14 00:00:00+00:00,148.06,148.41,147.0,147.02,19755100,142.7658675996,143.1033527655,141.7437696687,141.7630545353,19755100,0.0,1.0
MSFT,2019-11-15 00:00:00+00:00,149.97,149.99,148.27,148.93,23508807,144.607572362,144.6268572286,142.9683586991,143.6047592977,23508807,0.0,1.0
MSFT,2019-11-18 00:00:00+00:00,150.34,150.55,148.98,150.07,21554762,144.9643423945,145.166833494,143.6529714642,144.7039966951,21554762,0.0,1.0
MSFT,2019-11-19 00:00:00+00:00,150.39,151.33,150.2,150.88,23960164,145.012554561,145.9189432922,144.8293483281,145.4850337933,23960164,0.0,1.0
MSFT,2019-11-20 00:00:00+00:00,149.62,150.84,148.46,150.31,25720060,144.761851295,145.9422379985,143.6395163965,145.4294470535,25720060,0.51,1.0
MSFT,2019-11-21 00:00:00+00:00,149.48,149.8,148.5,149.4,18576083,144.6263970831,144.9360067102,143.6782175999,144.5489946763,18576083,0.0,1.0
MSFT,2019-11-22 00:00:00+00:00,149.59,150.3,148.82,150.07,15841680,144.7328253924,145.4197717527,143.9878272271,145.1972398331,15841680,0.0,1.0
MSFT,2019-11-25 00:00:00+00:00,151.23,151.35,149.92,150.0,22428585,146.3195747316,146.4356783417,145.0521103204,145.1295127272,22428585,0.0,1.0
MSFT,2019-11-26 00:00:00+00:00,152.03,152.42,151.32,151.36,24635100,147.0935987994,147.4709355325,146.4066524392,146.4453536426,24635100,0.0,1.0
MSFT,2019-11-27 00:00:00+00:00,152.32,152.5,151.52,152.33,15201293,147.374182524,147.5483379393,146.6001584562,147.3838578249,15201293,0.0,1.0
MSFT,2019-11-29 00:00:00+00:00,151.38,152.3,151.28,152.1,11977300,146.4647042443,147.3548319223,146.3679512358,147.1613259054,11977300,0.0,1.0
MSFT,2019-12-02 00:00:00+00:00,149.55,151.83,148.32,151.81,27473616,144.694124189,146.9000927825,143.5040621847,146.8807421808,27473616,0.0,1.0
MSFT,2019-12-03 00:00:00+00:00,149.31,149.43,146.65,147.49,25192145,144.4619169687,144.5780205788,141.888286943,142.7010122142,25192145,0.0,1.0
MSFT,2019-12-04 00:00:00+00:00,149.85,150.18,149.2,150.14,17580617,144.9843832145,145.3036681425,144.3554886593,145.2649669391,17580617,0.0,1.0
MSFT,2019-12-05 00:00:00+00:00,149.93,150.32,149.48,150.05,17880601,145.0617856213,145.4391223543,144.6263970831,145.1778892314,17880601,0.0,1.0
MSFT,2019-12-06 00:00:00+00:00,151.75,151.87,150.27,150.99,16410400,146.8226903757,146.9387939859,145.3907458501,146.0873675112,16410400,0.0,1.0
MSFT,2019-12-09 00:00:00+00:00,151.36,152.21,150.91,151.07,16741350,146.4453536426,147.2677542147,146.0099651044,146.164769918,16741350,0.0,1.0
MSFT,2019-12-10 00:00:00+00:00,151.13,151.89,150.76,151.29,16481060,146.2228217231,146.9581445876,145.8648355917,146.3776265367,16481060,0.0,1.0
MSFT,2019-12-11 00:00:00+00:00,151.7,151.87,150.33,151.54,18860001,146.7743138714,146.9387939859,145.4487976552,146.6195090579,18860001,0.0,1.0
MSFT,2019-12-12 00:00:00+00:00,153.24,153.44,151.02,151.65,24645366,148.2643102021,148.4578162191,146.1163934137,146.7259373672,24645366,0.0,1.0
MSFT,2019-12-13 00:00:00+00:00,154.53,154.89,152.83,153.0,23850062,149.5124240116,149.8607348421,147.8676228673,148.0321029817,23850062,0.0,1.0
MSFT,2019-12-16 00:00:00+00:00,155.53,155.9,154.82,155.11,24152770,150.4799540964,150.8379402278,149.7930077362,150.0735914608,24152770,0.0,1.0
MSFT,2019-12-17 00:00:00+00:00,154.69,155.71,154.45,155.45,25443527,149.6672288251,150.6541095117,149.4350216048,150.4025516896,25443527,0.0,1.0
MSFT,2019-12-18 00:00:00+00:00,154.37,155.48,154.18,154.3,24132379,149.357619198,150.4315775922,149.1737884819,149.289892092,24132379,0.0,1.0
MSFT,2019-12-19 00:00:00+00:00,155.71,155.77,153.75,154.0,25813825,150.6541095117,150.7121613168,148.7577505454,148.9996330666,25813825,0.0,1.0
MSFT,2019-12-20 00:00:00+00:00,157.41,158.49,156.29,157.35,53599613,152.2989106559,153.3438431476,151.2152769609,152.2408588508,53599613,0.0,1.0
MSFT,2019-12-23 00:00:00+00:00,157.41,158.12,157.27,158.12,17726283,152.2989106559,152.9858570162,152.163456444,152.9858570162,17726283,0.0,1.0
MSFT,2019-12-24 00:00:00+00:00,157.38,157.71,157.12,157.48,8989150,152.2698847534,152.5891696814,152.0183269313,152.3666377619,8989150,0.0,1.0
MSFT,2019-12-26 00:00:00+00:00,158.67,158.73,157.4,157.56,14526927,153.5179985628,153.5760503679,152.2892353551,152.4440401686,14526927,0.0,1.0
MSFT,2019-12-27 00:00:00+00:00,158.96,159.55,158.22,159.45,18414352,153.7985822874,154.3694250375,153.0826100246,154.272672029,18414352,0.0,1.0
MSFT,2019-12-30 00:00:00+00:00,157.59,159.02,156.73,158.99,16356720,152.4730660712,153.8566340925,151.6409901982,153.82760819,16356720,0.0,1.0
MSFT,2019-12-31 00:00:00+00:00,157.7,157.77,156.45,156.77,18393383,152.5794943805,152.6472214865,151.3700817745,151.6796914016,18393383,0.0,1.0
MSFT,2020-01-02 00:00:00+00:00,160.62,160.73,158.33,158.78,22634546,155.4046822283,155.5111105376,153.189038334,153.6244268722,22634546,0.0,1.0
MSFT,2020-01-03 00:00:00+00:00,158.62,159.95,158.06,158.32,21121681,153.4696220586,154.7564370714,152.9278052111,153.1793630331,21121681,0.0,1.0
MSFT,2020-01-06 00:00:00+00:00,159.03,159.1,156.51,157.08,20826702,153.8663093934,153.9340364993,151.4281335796,151.9796257279,20826702,0.0,1.0
MSFT,2020-01-07 00:00:00+00:00,157.58,159.67,157.32,159.32,21881740,152.4633907703,154.4855286477,152.2118329483,154.146893118,21881740,0.0,1.0
MSFT,2020-01-08 00:00:00+00:00,160.09,160.8,157.95,158.93,27762026,154.8918912833,155.5788376436,152.8213769017,153.7695563849,27762026,0.0,1.0
MSFT,2020-01-09 00:00:00+00:00,162.09,162.22,161.03,161.84,21399951,156.826951453,156.952730364,155.8013695631,156.5850689318,21399951,0.0,1.0
MSFT,2020-01-10 00:00:00+00:00,161.34,163.22,161.18,162.82,20733946,156.1013038894,157.9202604489,155.9464990758,157.5332484149,20733946,0.0,1.0
MSFT,2020-01-13 00:00:00+00:00,163.28,163.31,161.26,161.76,18666414,157.978312254,158.0073381565,156.0239014826,156.507666525,18666414,0.0,1.0
MSFT,2020-01-14 00:00:00+00:00,162.13,163.6,161.72,163.39,23500783,156.8656526564,158.2879218811,156.4689653216,158.0847405633,23500783,0.0,1.0
MSFT,2020-01-15 00:00:00+00:00,163.18,163.94,162.57,162.62,21417871,157.8815592455,158.61688211,157.2913658937,157.339742398,21417871,0.0,1.0
MSFT,2020-01-16 00:00:00+00:00,166.17,166.24,164.03,164.35,23865360,160.7744741992,160.8422013051,158.7039598176,159.0135694448,23865360,0.0,1.0
MSFT,2020-01-17 00:00:00+00:00,167.1,167.47,165.43,167.42,34371659,161.6742771781,162.0322633095,160.0585019364,161.9838868052,34371659,0.0,1.0
MSFT,2020-01-21 00:00:00+00:00,166.5,168.19,166.43,166.68,29223486,161.0937591272,162.7288849706,161.0260320212,161.2679145425,29223486,0.0,1.0
MSFT,2020-01-22 00:00:00+00:00,165.7,167.49,165.68,167.4,24138777,160.3197350593,162.0516139112,160.3003844576,161.9645362036,24138777,0.0,1.0
MSFT,2020-01-23 00:00:00+00:00,166.72,166.8,165.27,166.19,19680766,161.3066157459,161.3840181526,159.9036971228,160.7938248009,19680766,0.0,1.0
MSFT,2020-01-24 00:00:00+00:00,165.04,167.53,164.45,167.51,24918117,159.6811652033,162.0903151146,159.1103224533,162.0709645129,24918117,0.0,1.0
MSFT,2020-01-27 00:00:00+00:00,162.28,163.38,160.2,161.15,32078067,157.0107821691,158.0750652625,154.9983195926,155.9174731733,32078067,0.0,1.0
MSFT,2020-01-28 00:00:00+00:00,165.46,165.76,163.07,163.78,24899940,160.0875278389,160.3777868644,157.7751309362,158.4620772964,24899940,0.0,1.0
MSFT,2020-01-29 00:00:00+00:00,168.04,168.75,165.69,167.84,35127771,162.5837554579,163.2707018181,160.3100597585,162.3902494409,35127771,0.0,1.0
MSFT,2020-01-30 00:00:00+00:00,172.78,174.05,170.79,174.05,51597470,167.16984806,168.3986112678,165.2444631912,168.3986112678,51597470,0.0,1.0
MSFT,2020-01-31 00:00:00+00:00,170.23,172.4,169.58,172.21,36142690,164.7026463437,166.8021866278,164.0737517885,166.6183559117,36142690,0.0,1.0
MSFT,2020-02-03 00:00:00+00:00,174.38,174.5,170.4,170.43,30149052,168.7178961958,168.833999806,164.8671264581,164.8961523606,30149052,0.0,1.0
MSFT,2020-02-04 00:00:00+00:00,180.12,180.64,176.31,177.14,36433339,174.2715188828,174.7746345269,170.5852292595,171.38827923,36433339,0.0,1.0
MSFT,2020-02-05 00:00:00+00:00,179.9,184.2,178.41,184.03,39186324,174.0586622642,178.219041629,172.6170424377,178.0545615146,39186324,0.0,1.0
MSFT,2020-02-06 00:00:00+00:00,183.63,183.82,180.06,180.97,27751381,177.6675494806,177.8513801968,174.2134670777,175.0939194549,27751381,0.0,1.0
MSFT,2020-02-07 00:00:00+00:00,183.89,185.63,182.48,182.85,33529074,177.9191073027,179.6026096503,176.5548898831,176.9128760145,33529074,0.0,1.0
MSFT,2020-02-10 00:00:00+00:00,188.7,188.84,183.25,183.58,35844267,182.5729270108,182.7083812227,177.2998880484,177.6191729764,35844267,0.0,1.0
MSFT,2020-02-11 00:00:00+00:00,184.44,190.7,183.5,190.65,53159906,178.4512488494,184.5079871805,177.5417705696,184.4596106763,53159906,0.0,1.0
MSFT,2020-02-12 00:00:00+00:00,184.71,185.85,181.85,185.58,47062921,178.7124819723,179.815466269,175.9453459296,179.5542331461,47062921,0.0,1.0
MSFT,2020-02-13 00:00:00+00:00,183.71,186.23,182.87,183.08,35295834,177.7449518874,180.1831277012,176.9322266161,177.135407934,35295834,0.0,1.0
MSFT,2020-02-14 00:00:00+00:00,185.35,185.41,182.65,183.25,23149516,179.3317012266,179.3897530317,176.7193699975,177.2998880484,23149516,0.0,1.0
MSFT,2020-02-18 00:00:00+00:00,187.23,187.7,185.5,185.61,27853113,181.1506577861,181.605396926,179.4768307393,179.5832590486,27853113,0.0,1.0
MSFT,2020-02-19 00:00:00+00:00,187.28,188.18,186.47,188.06,29997471,181.6924746336,182.5656230059,180.9066410985,182.449203223,29997471,0.51,1.0
MSFT,2020-02-20 00:00:00+00:00,184.42,187.25,181.1,186.95,36862376,178.9178031393,181.6633696879,175.6968558103,181.3723202304,36862376,0.0,1.0
MSFT,2020-02-21 00:00:00+00:00,178.59,183.5,177.25,183.17,48600385,173.2617420163,178.0252514698,171.9617211064,177.7050970666,48600385,0.0,1.0
MSFT,2020-02-24 00:00:00+00:00,170.89,174.55,163.23,167.77,68311066,165.7914726086,169.3422759894,158.3600097952,162.7645582512,68311066,0.0,1.0
MSFT,2020-02-25 00:00:00+00:00,168.07,174.84,167.65,174.2,68073295,163.0556077086,169.6236237983,162.6481384682,169.0027182891,68073295,0.0,1.0
MSFT,2020-02-26 00:00:00+00:00,170.17,173.26,168.21,169.71,56387148,165.0929539107,168.0907633224,163.1914307888,164.646678076,56387148,0.0,1.0
MSFT,2020-02-27 00:00:00+00:00,158.18,167.03,157.98,163.32,93174906,153.4606772616,162.0466362561,153.2666442899,158.4473246324,93174906,0.0,1.0
MSFT,2020-02-28 00:00:00+00:00,162.01,163.71,152.0,152.41,97073557,157.1764086682,158.8256889271,147.4650584382,147.86282603,97073557,0.0,1.0
MSFT,2020-03-02 00:00:00+00:00,172.79,172.92,162.31,165.31,71030810,167.6347858391,167.7609072706,157.4674581257,160.3779527001,71030810,0.0,1.0
MSFT,2020-03-03 00:00:00+00:00,164.51,175.0,162.26,173.8,71677019,159.6018208136,169.7788501756,157.4189498828,168.6146523458,71677019,0.0,1.0
MSFT,2020-03-04 00:00:00+00:00,170.55,170.7,165.62,168.49,49814383,165.4616165568,165.6071412855,160.6787038062,163.463076949,49814383,0.0,1.0
MSFT,2020-03-05 00:00:00+00:00,166.27,170.87,165.69,166.05,47817251,161.309310964,165.7720693114,160.7466153462,161.0958746952,47817251,0.0,1.0
MSFT,2020-03-06 00:00:00+00:00,161.57,163.11,156.0,162.61,72821057,156.7495361307,158.2435900122,151.3457178708,157.7585075831,72821057,0.0,1.0
MSFT,2020-03-09 00:00:00+00:00,150.62,157.75,150.0,151.0,70419274,146.126230934,153.0435063725,145.5247287219,146.4948935801,70419274,0.0,1.0
MSFT,2020-03-10 00:00:00+00:00,160.92,161.03,152.58,158.16,65354385,156.1189289729,156.2256471073,148.0277540559,153.4412739644,65354385,0.0,1.0
MSFT,2020-03-11 00:00:00+00:00,153.63,157.7,151.15,157.13,56504304,149.046427157,152.9949981296,146.6404183088,152.4420041605,56504304,0.0,1.0
MSFT,2020-03-12 00:00:00+00:00,139.06,153.47,138.58,145.3,93226366,134.9111251738,148.8912007797,134.4454460419,140.9649538886,93226366,0.0,1.0
MSFT,2020-03-13 00:00:00+00:00,158.83,161.91,140.73,147.5,92727446,154.0912844193,157.0793921824,136.5313004869,143.0993165765,92727446,0.0,1.0
MSFT,2020-03-16 00:00:00+00:00,135.42,149.35,135.0,140.0,87905868,131.3797250901,144.8941215641,130.9722558497,135.8230801405,87905868,0.0,1.0
MSFT,2020-03-17 00:00:00+00:00,146.57,147.5,135.0,140.0,81059817,142.1970632585,143.0993165765,130.9722558497,135.8230801405,81059817,0.0,1.0
MSFT,2020-03-18 00:00:00+00:00,140.4,146.0,135.02,138.0,81593173,136.2111460837,141.6440692893,130.9916591469,133.8827504242,81593173,0.0,1.0
MSFT,2020-03-19 00:00:00+00:00,142.71,150.15,139.0,142.77,85922661,138.452226906,145.6702534506,134.8529152823,138.5104367975,85922661,0.0,1.0
MSFT,2020-03-20 00:00:00+00:00,137.35,147.1,135.86,146.0,84866215,133.2521432664,142.7112506333,131.8065976277,141.6440692893,84866215,0.0,1.0
MSFT,2020-03-23 00:00:00+00:00,135.98,140.57,132.52,137.01,78975176,131.9230174107,136.3760741096,128.5662470015,132.9222872146,78975176,0.0,1.0
MSFT,2020-03-24 00:00:00+00:00,148.34,149.6,141.27,143.75,82516727,143.9142550574,145.1366627787,137.0551895103,139.4611983585,82516727,0.0,1.0
MSFT,2020-03-25 00:00:00+00:00,146.92,154.33,144.44,148.91,75638224,142.5366209588,149.7255425577,140.1306121106,144.4672490265,75638224,0.0,1.0
MSFT,2020-03-26 00:00:00+00:00,156.11,156.66,148.37,148.4,64694427,151.4524360052,151.9860266772,143.9433600031,143.9724649489,64694427,0.0,1.0
MSFT,2020-03-27 00:00:00+00:00,149.7,154.89,149.2,151.75,57042291,145.2336792645,150.2688348783,144.7485968354,147.2225172237,57042291,0.0,1.0
MSFT,2020-03-30 00:00:00+00:00,160.23,160.6,150.01,152.44,63420326,155.4495152207,155.8084762183,145.5344303705,147.8919309758,63420326,0.0,1.0
MSFT,2020-03-31 00:00:00+00:00,157.71,164.78,156.56,159.4,77927186,153.0046997782,159.8637653253,151.8890101914,154.6442783885,77927186,0.0,1.0
MSFT,2020-04-01 00:00:00+00:00,152.11,157.75,150.82,153.0,57969926,147.5717765726,153.0435063725,146.3202639056,148.4352232964,57969926,0.0,1.0
MSFT,2020-04-02 00:00:00+00:00,155.26,155.48,150.36,151.86,49630735,150.6277958758,150.8412321446,145.8739880708,147.3292353581,49630735,0.0,1.0
MSFT,2020-04-03 00:00:00+00:00,153.83,157.38,152.19,155.1,41243284,149.2404601286,152.684545375,147.6493897613,150.4725694985,41243284,0.0,1.0
MSFT,2020-04-06 00:00:00+00:00,165.27,166.5,157.58,160.32,67111697,160.3391461058,161.5324488813,152.8785783467,155.536830058,67111697,0.0,1.0
MSFT,2020-04-07 00:00:00+00:00,163.49,170.0,163.26,169.59,62769038,158.6122526583,164.9280258848,158.3891147409,164.530258293,62769038,0.0,1.0
MSFT,2020-04-08 00:00:00+00:00,165.13,166.67,163.5,165.67,48318234,160.2033230257,161.6973769072,158.6219543069,160.7272120491,48318234,0.0,1.0
MSFT,2020-04-09 00:00:00+00:00,165.14,167.37,163.33,166.36,51431775,160.2130246742,162.3764923079,158.457026281,161.3966258012,51431775,0.0,1.0
MSFT,2020-04-13 00:00:00+00:00,165.51,165.57,162.3,164.35,41905264,160.5719856718,160.6301955632,157.4577564771,159.4465944363,41905264,0.0,1.0
MSFT,2020-04-14 00:00:00+00:00,173.7,173.75,168.0,169.0,52874338,168.51763586,168.5661441029,162.9876961685,163.9578610267,52874338,0.0,1.0
MSFT,2020-04-15 00:00:00+00:00,171.88,173.57,169.24,171.2,40940833,166.7519358182,168.3915144284,164.1907005926,166.0922237146,40940833,0.0,1.0
MSFT,2020-04-16 00:00:00+00:00,177.04,177.28,172.9,174.3,50479610,171.7579864862,171.9908260521,167.7415039735,169.0997347749,50479610,0.0,1.0
MSFT,2020-04-17 00:00:00+00:00,178.6,180.0,175.87,179.5,52765625,173.2714436649,174.6296744663,170.6228936022,174.1445920372,52765625,0.0,1.0
MSFT,2020-04-20 00:00:00+00:00,175.06,178.75,174.99,176.63,36669595,169.8370600671,173.4169683936,169.769148527,171.3602188943,36669595,0.0,1.0
MSFT,2020-04-21 00:00:00+00:00,167.82,173.67,166.11,173.5,56203749,162.8130664941,168.4885309142,161.1540845866,168.3236028883,56203749,0.0,1.0
MSFT,2020-04-22 00:00:00+00:00,173.52,174.0,170.82,171.39,34651604,168.3430061855,168.8086853174,165.7235610685,166.2765550377,34651604,0.0,1.0
MSFT,2020-04-23 00:00:00+00:00,171.42,175.06,170.91,174.11,32790804,166.3056599834,169.8370600671,165.8108759058,168.9154034518,32790804,0.0,1.0
MSFT,2020-04-24 00:00:00+00:00,174.55,174.56,170.71,172.06,34305320,169.3422759894,169.351977638,165.6168429341,166.9265654926,34305320,0.0,1.0
MSFT,2020-04-27 00:00:00+00:00,174.05,176.9,173.3,176.59,33194384,168.8571935603,171.622163406,168.1295699167,171.3214123,33194384,0.0,1.0
MSFT,2020-04-28 00:00:00+00:00,169.81,175.67,169.39,175.59,34392694,164.7436945618,170.4288606305,164.3362253214,170.3512474419,34392694,0.0,1.0
MSFT,2020-04-29 00:00:00+00:00,177.43,177.68,171.88,173.22,51286559,172.1363507809,172.3788919954,166.7519358182,168.0519567281,51286559,0.0,1.0
MSFT,2020-04-30 00:00:00+00:00,179.21,180.4,176.23,180.0,53875857,173.8632442284,175.0177404096,170.9721529511,174.6296744663,53875857,0.0,1.0
MSFT,2020-05-01 00:00:00+00:00,174.57,178.64,174.01,175.8,39370474,169.3616792866,173.3102502592,168.818386966,170.5549820621,39370474,0.0,1.0
MSFT,2020-05-04 00:00:00+00:00,178.84,179.0,173.8,174.49,30372862,173.5042832308,173.6595096082,168.6146523458,169.2840660979,30372862,0.0,1.0
MSFT,2020-05-05 00:00:00+00:00,180.76,183.65,179.9,180.62,36839168,175.3669997585,178.1707761985,174.5326579805,175.2311766783,36839168,0.0,1.0
MSFT,2020-05-06 00:00:00+00:00,182.54,184.2,181.63,182.08,32139299,177.093893206,178.7043668705,176.2110431851,176.6476173712,32139299,0.0,1.0
MSFT,2020-05-07 00:00:00+00:00,183.6,184.55,182.58,184.17,28315992,178.1222679556,179.0439245709,177.1326998003,178.6752619248,28315992,0.0,1.0
MSFT,2020-05-08 00:00:00+00:00,184.68,185.0,183.36,184.98,30912638,179.1700460024,179.480498757,177.8894283897,179.4610954599,30912638,0.0,1.0
MSFT,2020-05-11 00:00:00+00:00,186.74,187.51,182.85,183.15,30892660,181.1685856102,181.915612551,177.394644312,177.6856937695,30892660,0.0,1.0
MSFT,2020-05-12 00:00:00+00:00,182.51,187.04,182.3,186.8,32038199,177.0647882602,181.4596350676,176.86105364,181.2267955017,32038199,0.0,1.0
MSFT,2020-05-13 00:00:00+00:00,179.75,184.05,176.54,182.55,44711488,174.3871332518,178.5588421418,171.2729040571,177.1035948546,44711488,0.0,1.0
MSFT,2020-05-14 00:00:00+00:00,180.53,180.69,175.68,177.54,41873911,175.1438618411,175.2990882184,170.4385622791,172.2430689153,41873911,0.0,1.0
MSFT,2020-05-15 00:00:00+00:00,183.16,187.06,177.0,179.06,46610382,177.695395418,181.4790383648,171.7191798919,173.7177194996,46610382,0.0,1.0
MSFT,2020-05-18 00:00:00+00:00,184.91,186.2,183.96,185.75,35306620,179.3931839198,180.6446965868,178.4715273046,180.2081224006,35306620,0.0,1.0
MSFT,2020-05-19 00:00:00+00:00,183.63,186.6,183.49,185.03,26799116,178.1513729014,181.0327625301,178.0155498212,179.5096037028,26799116,0.0,1.0
MSFT,2020-05-20 00:00:00+00:00,185.66,185.85,183.94,184.81,31261334,180.6155916411,180.8004293143,178.9423242834,179.7886862608,31261334,0.51,1.0
